# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Synechocystis_v2_trimmed.saf" "-s" "0" "-o" "CO2_30_g8_r3.featureCounts.txt" "CO2_30_g8_r3.bam" 
Geneid	Chr	Start	End	Strand	Length	CO2_30_g8_r3.bam
sll0216|23	sll0216|23	1	18	.	18	128
sll0216|128	sll0216|128	1	17	.	17	77
sll0216|71	sll0216|71	1	22	.	22	53
sll1658|70	sll1658|70	1	22	.	22	241
sll1658|195	sll1658|195	1	20	.	20	60
sll1658|55	sll1658|55	1	20	.	20	69
sll1658|237	sll1658|237	1	18	.	18	102
sll1658|208	sll1658|208	1	21	.	21	175
pcrR|132	pcrR|132	1	18	.	18	118
pcrR|167	pcrR|167	1	17	.	17	356
pcrR|768	pcrR|768	1	20	.	20	304
pcrR|928	pcrR|928	1	19	.	19	154
pcrR|494	pcrR|494	1	18	.	18	369
slr1411|27	slr1411|27	1	19	.	19	35
slr1411|172	slr1411|172	1	17	.	17	61
slr1411|53	slr1411|53	1	17	.	17	27
slr1411|92	slr1411|92	1	20	.	20	175
slr1411|81	slr1411|81	1	20	.	20	12
ppiB|76	ppiB|76	1	19	.	19	324
ppiB|87	ppiB|87	1	20	.	20	110
ppiB|23	ppiB|23	1	22	.	22	216
ppiB|106	ppiB|106	1	22	.	22	5
ppiB|12	ppiB|12	1	22	.	22	82
sll1663|108	sll1663|108	1	21	.	21	80
sll1663|85	sll1663|85	1	18	.	18	338
sll1663|62	sll1663|62	1	18	.	18	135
sll1663|10	sll1663|10	1	17	.	17	101
sll1663|120	sll1663|120	1	22	.	22	246
sll1660|58	sll1660|58	1	21	.	21	284
sll1660|31	sll1660|31	1	20	.	20	110
sll1660|15	sll1660|15	1	19	.	19	148
sll1660|95	sll1660|95	1	20	.	20	148
sll1660|73	sll1660|73	1	19	.	19	183
sll1665|190	sll1665|190	1	20	.	20	58
sll1665|122	sll1665|122	1	21	.	21	101
sll1665|136	sll1665|136	1	22	.	22	126
sll1665|70	sll1665|70	1	17	.	17	39
sll1665|55	sll1665|55	1	20	.	20	138
sll1664|136	sll1664|136	1	17	.	17	133
sll1664|21	sll1664|21	1	20	.	20	0
sll1664|170	sll1664|170	1	22	.	22	70
sll1664|181	sll1664|181	1	22	.	22	263
sll1664|151	sll1664|151	1	21	.	21	188
slr1104|112	slr1104|112	1	22	.	22	279
slr1104|124	slr1104|124	1	22	.	22	629
slr1104|73	slr1104|73	1	18	.	18	204
slr1104|101	slr1104|101	1	19	.	19	175
slr1104|136	slr1104|136	1	19	.	19	156
slr1417|142	slr1417|142	1	22	.	22	337
slr1417|19	slr1417|19	1	18	.	18	119
slr1417|52	slr1417|52	1	20	.	20	349
slr1417|35	slr1417|35	1	20	.	20	133
slr1417|65	slr1417|65	1	22	.	22	106
slr1414|104	slr1414|104	1	22	.	22	28
slr1414|25	slr1414|25	1	19	.	19	287
slr1414|116	slr1414|116	1	22	.	22	58
slr1414|145	slr1414|145	1	19	.	19	177
slr1414|166	slr1414|166	1	19	.	19	56
sll0696|94	sll0696|94	1	22	.	22	38
sll0696|55	sll0696|55	1	19	.	19	12
sll0696|108	sll0696|108	1	18	.	18	99
sll0696|40	sll0696|40	1	22	.	22	19
sll0696|120	sll0696|120	1	17	.	17	109
slr0613|25	slr0613|25	1	21	.	21	40
slr0613|4	slr0613|4	1	17	.	17	103
slr0613|181	slr0613|181	1	17	.	17	108
slr0613|118	slr0613|118	1	21	.	21	191
slr0613|37	slr0613|37	1	19	.	19	247
slr0612|109	slr0612|109	1	20	.	20	217
slr0612|140	slr0612|140	1	17	.	17	202
slr0612|73	slr0612|73	1	17	.	17	38
slr0612|126	slr0612|126	1	22	.	22	258
slr0612|43	slr0612|43	1	21	.	21	222
slr1102|38	slr1102|38	1	19	.	19	161
slr1102|76	slr1102|76	1	20	.	20	177
slr1102|91	slr1102|91	1	19	.	19	124
slr1102|3	slr1102|3	1	18	.	18	1761
slr1102|22	slr1102|22	1	22	.	22	98
dfr|121	dfr|121	1	17	.	17	126
dfr|80	dfr|80	1	22	.	22	479
dfr|175	dfr|175	1	18	.	18	111
dfr|164	dfr|164	1	20	.	20	10
dfr|100	dfr|100	1	21	.	21	90
ycf6|46	ycf6|46	1	18	.	18	47
sll1052|102	sll1052|102	1	17	.	17	45
sll1052|154	sll1052|154	1	18	.	18	258
sll1052|142	sll1052|142	1	20	.	20	347
sll1052|131	sll1052|131	1	21	.	21	44
sll1052|61	sll1052|61	1	22	.	22	192
exbB|40	exbB|40	1	20	.	20	53
exbB|55	exbB|55	1	17	.	17	139
exbB|163	exbB|163	1	19	.	19	163
exbB|214	exbB|214	1	22	.	22	104
exbB|4	exbB|4	1	19	.	19	204
sll1054|149	sll1054|149	1	17	.	17	14
sll1054|160	sll1054|160	1	19	.	19	73
sll1054|7	sll1054|7	1	20	.	20	224
sll1054|111	sll1054|111	1	20	.	20	77
sll1054|42	sll1054|42	1	18	.	18	30
slr1094|139	slr1094|139	1	21	.	21	123
slr1094|89	slr1094|89	1	22	.	22	79
slr1094|104	slr1094|104	1	17	.	17	292
slr1094|195	slr1094|195	1	22	.	22	104
slr1094|207	slr1094|207	1	21	.	21	150
xerC|144	xerC|144	1	19	.	19	360
xerC|127	xerC|127	1	18	.	18	145
xerC|94	xerC|94	1	20	.	20	124
xerC|78	xerC|78	1	21	.	21	123
xerC|5	xerC|5	1	22	.	22	57
sgl0002|46	sgl0002|46	1	18	.	18	554
sgl0002|12	sgl0002|12	1	20	.	20	159
sgl0002|113	sgl0002|113	1	17	.	17	209
sll1214|94	sll1214|94	1	21	.	21	176
sll1214|10	sll1214|10	1	18	.	18	11
sll1214|61	sll1214|61	1	22	.	22	94
sll1214|38	sll1214|38	1	18	.	18	37
sll1214|22	sll1214|22	1	21	.	21	24
bcp2|142	bcp2|142	1	17	.	17	141
bcp2|126	bcp2|126	1	18	.	18	148
bcp2|19	bcp2|19	1	21	.	21	242
bcp2|52	bcp2|52	1	17	.	17	43
bcp2|107	bcp2|107	1	18	.	18	68
phoU|33	phoU|33	1	19	.	19	67
phoU|112	phoU|112	1	21	.	21	48
phoU|86	phoU|86	1	17	.	17	170
phoU|4	phoU|4	1	20	.	20	57
phoU|16	phoU|16	1	22	.	22	133
ubiX|91	ubiX|91	1	20	.	20	225
ubiX|52	ubiX|52	1	20	.	20	178
ubiX|34	ubiX|34	1	17	.	17	339
ubiX|109	ubiX|109	1	17	.	17	24
ubiX|122	ubiX|122	1	19	.	19	157
sds|147	sds|147	1	20	.	20	164
sds|169	sds|169	1	19	.	19	16
sds|90	sds|90	1	20	.	20	35
sds|25	sds|25	1	20	.	20	3
sds|7	sds|7	1	22	.	22	27
sll1053|97	sll1053|97	1	20	.	20	1
sll1053|136	sll1053|136	1	17	.	17	125
sll1053|178	sll1053|178	1	20	.	20	215
sll1053|84	sll1053|84	1	19	.	19	52
sll1053|9	sll1053|9	1	21	.	21	294
sll1401|56	sll1401|56	1	22	.	22	289
sll1401|399	sll1401|399	1	20	.	20	102
sll1401|346	sll1401|346	1	17	.	17	60
sll1401|572	sll1401|572	1	22	.	22	288
sll1400|39	sll1400|39	1	17	.	17	51
sll1400|63	sll1400|63	1	17	.	17	17
sll1400|200	sll1400|200	1	21	.	21	77
sll1400|111	sll1400|111	1	17	.	17	108
sll1407|275	sll1407|275	1	22	.	22	276
sll1407|138	sll1407|138	1	19	.	19	96
sll1407|246	sll1407|246	1	19	.	19	194
sll1407|168	sll1407|168	1	22	.	22	79
sll1407|66	sll1407|66	1	17	.	17	87
infB|166	infB|166	1	18	.	18	247
infB|177	infB|177	1	21	.	21	33
infB|115	infB|115	1	18	.	18	45
infB|199	infB|199	1	17	.	17	19
infB|127	infB|127	1	21	.	21	56
sll1405|4	sll1405|4	1	21	.	21	180
sll1405|118	sll1405|118	1	19	.	19	198
sll1405|134	sll1405|134	1	17	.	17	71
sll1405|33	sll1405|33	1	18	.	18	199
sll1405|49	sll1405|49	1	22	.	22	174
msrA|126	msrA|126	1	17	.	17	119
msrA|45	msrA|45	1	19	.	19	320
msrA|73	msrA|73	1	17	.	17	96
msrA|114	msrA|114	1	21	.	21	42
msrA|34	msrA|34	1	19	.	19	440
phoA|121	phoA|121	1	22	.	22	96
phoA|10	phoA|10	1	20	.	20	56
phoA|135	phoA|135	1	21	.	21	157
phoA|87	phoA|87	1	22	.	22	191
phoA|70	phoA|70	1	21	.	21	43
nifS|93	nifS|93	1	21	.	21	138
nifS|25	nifS|25	1	19	.	19	110
nifS|77	nifS|77	1	19	.	19	83
nifS|11	nifS|11	1	17	.	17	303
nifS|36	nifS|36	1	22	.	22	180
sll1659|25	sll1659|25	1	17	.	17	121
sll1659|75	sll1659|75	1	20	.	20	136
sll1659|13	sll1659|13	1	17	.	17	218
sll1659|111	sll1659|111	1	18	.	18	113
sll1659|43	sll1659|43	1	19	.	19	100
ycf10|6	ycf10|6	1	18	.	18	127
ycf10|26	ycf10|26	1	20	.	20	239
ycf10|70	ycf10|70	1	22	.	22	13
ycf10|41	ycf10|41	1	20	.	20	147
ycf10|85	ycf10|85	1	19	.	19	111
sll1213|121	sll1213|121	1	22	.	22	87
sll1213|43	sll1213|43	1	19	.	19	36
sll1213|109	sll1213|109	1	20	.	20	87
sll1213|70	sll1213|70	1	19	.	19	92
sll1213|98	sll1213|98	1	20	.	20	68
ank|182	ank|182	1	20	.	20	290
ank|9	ank|9	1	21	.	21	185
ank|148	ank|148	1	18	.	18	104
ank|89	ank|89	1	17	.	17	202
ank|70	ank|70	1	22	.	22	123
me|53	me|53	1	18	.	18	159
me|21	me|21	1	20	.	20	71
me|154	me|154	1	18	.	18	325
me|8	me|8	1	17	.	17	135
me|64	me|64	1	19	.	19	176
sll1671|101	sll1671|101	1	17	.	17	123
sll1671|20	sll1671|20	1	20	.	20	96
sll1671|124	sll1671|124	1	18	.	18	223
sll1671|7	sll1671|7	1	22	.	22	158
sll1671|135	sll1671|135	1	17	.	17	174
sll1672|133	sll1672|133	1	20	.	20	72
sll1672|156	sll1672|156	1	20	.	20	271
sll1672|121	sll1672|121	1	18	.	18	163
sll1672|197	sll1672|197	1	22	.	22	269
sll1672|144	sll1672|144	1	19	.	19	46
sll1673|139	sll1673|139	1	22	.	22	102
sll1673|32	sll1673|32	1	18	.	18	106
sll1673|379	sll1673|379	1	21	.	21	348
sll1673|115	sll1673|115	1	19	.	19	135
sll1673|186	sll1673|186	1	21	.	21	174
sll1675|191	sll1675|191	1	21	.	21	85
sll1675|117	sll1675|117	1	19	.	19	111
sll1675|21	sll1675|21	1	18	.	18	169
sll1675|138	sll1675|138	1	22	.	22	133
sll1675|4	sll1675|4	1	22	.	22	18
slr0251|53	slr0251|53	1	22	.	22	3
slr0251|172	slr0251|172	1	17	.	17	146
slr0251|97	slr0251|97	1	18	.	18	13
slr0251|108	slr0251|108	1	19	.	19	27
slr0251|189	slr0251|189	1	19	.	19	59
fhuA2|88	fhuA2|88	1	19	.	19	48
fhuA2|418	fhuA2|418	1	17	.	17	124
fhuA2|477	fhuA2|477	1	17	.	17	196
fhuA2|454	fhuA2|454	1	18	.	18	179
fhuA2|70	fhuA2|70	1	19	.	19	77
sll1678|165	sll1678|165	1	21	.	21	61
sll1678|245	sll1678|245	1	17	.	17	142
sll1678|145	sll1678|145	1	17	.	17	280
sll1678|196	sll1678|196	1	19	.	19	31
sll1678|130	sll1678|130	1	18	.	18	55
bvdR|27	bvdR|27	1	20	.	20	125
bvdR|174	bvdR|174	1	18	.	18	188
bvdR|262	bvdR|262	1	18	.	18	254
bvdR|64	bvdR|64	1	17	.	17	106
bvdR|232	bvdR|232	1	22	.	22	192
ssr2998|112	ssr2998|112	1	17	.	17	74
ssr2998|35	ssr2998|35	1	17	.	17	119
ssr2998|142	ssr2998|142	1	19	.	19	120
ssr2998|47	ssr2998|47	1	19	.	19	31
nusA|223	nusA|223	1	20	.	20	127
nusA|295	nusA|295	1	17	.	17	32
nusA|260	nusA|260	1	22	.	22	32
nusA|337	nusA|337	1	21	.	21	250
nusA|18	nusA|18	1	21	.	21	5
slr0729|4	slr0729|4	1	21	.	21	48
slr0729|91	slr0729|91	1	21	.	21	215
slr0729|28	slr0729|28	1	17	.	17	487
slr0729|58	slr0729|58	1	17	.	17	141
slr0729|15	slr0729|15	1	17	.	17	286
slr0728|46	slr0728|46	1	22	.	22	45
slr0728|34	slr0728|34	1	22	.	22	100
slr0728|7	slr0728|7	1	17	.	17	16
slr0728|79	slr0728|79	1	17	.	17	37
slr0728|64	slr0728|64	1	17	.	17	113
slr0723|43	slr0723|43	1	20	.	20	14
slr0723|93	slr0723|93	1	22	.	22	377
slr0723|22	slr0723|22	1	20	.	20	732
slr0723|110	slr0723|110	1	18	.	18	190
slr0723|10	slr0723|10	1	18	.	18	22
sll1064|143	sll1064|143	1	17	.	17	184
sll1064|32	sll1064|32	1	18	.	18	71
sll1064|100	sll1064|100	1	18	.	18	266
sll1064|157	sll1064|157	1	19	.	19	295
sll1064|66	sll1064|66	1	20	.	20	140
slr1101|179	slr1101|179	1	17	.	17	104
slr1101|37	slr1101|37	1	18	.	18	174
slr1101|162	slr1101|162	1	20	.	20	11
slr1101|14	slr1101|14	1	22	.	22	177
slr1101|104	slr1101|104	1	18	.	18	97
dnaJ|95	dnaJ|95	1	21	.	21	72
dnaJ|127	dnaJ|127	1	22	.	22	229
dnaJ|33	dnaJ|33	1	18	.	18	60
dnaJ|106	dnaJ|106	1	20	.	20	95
dnaJ|152	dnaJ|152	1	18	.	18	103
sll1061|486	sll1061|486	1	20	.	20	30
sll1061|445	sll1061|445	1	22	.	22	124
sll1061|417	sll1061|417	1	17	.	17	61
sll1061|459	sll1061|459	1	20	.	20	84
sll1060|3	sll1060|3	1	18	.	18	146
sll1060|33	sll1060|33	1	22	.	22	89
sll1060|67	sll1060|67	1	22	.	22	150
sll1060|161	sll1060|161	1	22	.	22	107
sll1060|45	sll1060|45	1	20	.	20	242
sll1063|17	sll1063|17	1	18	.	18	32
sll1063|4	sll1063|4	1	17	.	17	23
sll1063|64	sll1063|64	1	20	.	20	99
sll1063|28	sll1063|28	1	19	.	19	91
sll1063|49	sll1063|49	1	19	.	19	534
lepB|108	lepB|108	1	21	.	21	48
lepB|10	lepB|10	1	20	.	20	34
lepB|79	lepB|79	1	20	.	20	100
lepB|22	lepB|22	1	18	.	18	65
lepB|50	lepB|50	1	18	.	18	93
glgA|101	glgA|101	1	19	.	19	69
glgA|123	glgA|123	1	17	.	17	135
glgA|31	glgA|31	1	19	.	19	219
glgA|149	glgA|149	1	19	.	19	95
glgA|19	glgA|19	1	22	.	22	104
ksgA|44	ksgA|44	1	18	.	18	127
ksgA|91	ksgA|91	1	21	.	21	145
ksgA|76	ksgA|76	1	21	.	21	193
ksgA|64	ksgA|64	1	21	.	21	57
ksgA|12	ksgA|12	1	20	.	20	144
sll1680|103	sll1680|103	1	22	.	22	88
sll1680|154	sll1680|154	1	20	.	20	81
sll1680|31	sll1680|31	1	22	.	22	26
sll1680|189	sll1680|189	1	17	.	17	266
sll1680|76	sll1680|76	1	19	.	19	29
sll0703|131	sll0703|131	1	22	.	22	102
sll0703|72	sll0703|72	1	20	.	20	118
sll0703|25	sll0703|25	1	19	.	19	26
sll0703|5	sll0703|5	1	22	.	22	125
sll0703|49	sll0703|49	1	22	.	22	175
sll0702|70	sll0702|70	1	19	.	19	79
sll0702|20	sll0702|20	1	19	.	19	177
sll0702|4	sll0702|4	1	22	.	22	182
sll0702|46	sll0702|46	1	21	.	21	272
sll0702|34	sll0702|34	1	21	.	21	38
ycf4|128	ycf4|128	1	17	.	17	7
ycf4|172	ycf4|172	1	20	.	20	49
ycf4|97	ycf4|97	1	20	.	20	21
ycf4|116	ycf4|116	1	21	.	21	110
ycf4|41	ycf4|41	1	19	.	19	22
sll1319|201	sll1319|201	1	18	.	18	62
sll1319|44	sll1319|44	1	19	.	19	115
sll1319|145	sll1319|145	1	18	.	18	119
sll1319|220	sll1319|220	1	17	.	17	230
sll1319|158	sll1319|158	1	17	.	17	23
sll1318|3	sll1318|3	1	20	.	20	41
sll1318|136	sll1318|136	1	20	.	20	171
sll1318|26	sll1318|26	1	21	.	21	64
sll1318|123	sll1318|123	1	20	.	20	127
sll1318|38	sll1318|38	1	17	.	17	81
slr1127|178	slr1127|178	1	20	.	20	234
slr1127|48	slr1127|48	1	18	.	18	81
slr1127|199	slr1127|199	1	20	.	20	29
slr1127|33	slr1127|33	1	19	.	19	158
slr1127|100	slr1127|100	1	20	.	20	117
slr1122|55	slr1122|55	1	21	.	21	37
slr1122|21	slr1122|21	1	18	.	18	24
slr1122|33	slr1122|33	1	17	.	17	19
slr1122|44	slr1122|44	1	21	.	21	15
slr1122|4	slr1122|4	1	17	.	17	7
rfbD|163	rfbD|163	1	19	.	19	153
rfbD|76	rfbD|76	1	18	.	18	106
rfbD|199	rfbD|199	1	18	.	18	117
rfbD|115	rfbD|115	1	22	.	22	247
rfbD|174	rfbD|174	1	21	.	21	119
psbA2|926	psbA2|926	1	20	.	20	105
psbA2|460	psbA2|460	1	21	.	21	144
glgX|109	glgX|109	1	18	.	18	260
glgX|50	glgX|50	1	21	.	21	11
glgX|21	glgX|21	1	21	.	21	312
glgX|34	glgX|34	1	21	.	21	155
glgX|3	glgX|3	1	20	.	20	133
pleD|108	pleD|108	1	22	.	22	119
pleD|15	pleD|15	1	22	.	22	133
pleD|88	pleD|88	1	19	.	19	166
pleD|245	pleD|245	1	21	.	21	50
pleD|267	pleD|267	1	22	.	22	108
slr1128|204	slr1128|204	1	22	.	22	131
slr1128|181	slr1128|181	1	19	.	19	69
slr1128|223	slr1128|223	1	19	.	19	257
slr1128|247	slr1128|247	1	21	.	21	523
slr1128|316	slr1128|316	1	21	.	21	118
purL|31	purL|31	1	21	.	21	74
purL|45	purL|45	1	20	.	20	25
purL|17	purL|17	1	17	.	17	88
purL|61	purL|61	1	18	.	18	42
purL|110	purL|110	1	18	.	18	33
gpmB|19	gpmB|19	1	22	.	22	86
gpmB|4	gpmB|4	1	22	.	22	68
gpmB|60	gpmB|60	1	21	.	21	99
gpmB|73	gpmB|73	1	20	.	20	228
gpmB|30	gpmB|30	1	21	.	21	396
slr1103|8	slr1103|8	1	17	.	17	71
slr1103|78	slr1103|78	1	21	.	21	144
slr1103|139	slr1103|139	1	18	.	18	214
slr1103|52	slr1103|52	1	20	.	20	100
slr1103|151	slr1103|151	1	18	.	18	99
lig|4	lig|4	1	19	.	19	53
lig|32	lig|32	1	18	.	18	219
lig|17	lig|17	1	20	.	20	98
lig|49	lig|49	1	22	.	22	109
lig|78	lig|78	1	17	.	17	178
slr0240|13	slr0240|13	1	20	.	20	720
slr0240|37	slr0240|37	1	18	.	18	33
slr0240|24	slr0240|24	1	21	.	21	27
slr0240|129	slr0240|129	1	21	.	21	46
slr0240|86	slr0240|86	1	19	.	19	115
slr0241|37	slr0241|37	1	20	.	20	72
slr0241|69	slr0241|69	1	21	.	21	404
slr0241|133	slr0241|133	1	21	.	21	283
slr0241|109	slr0241|109	1	18	.	18	40
slr0241|55	slr0241|55	1	19	.	19	210
slr0740|23	slr0740|23	1	18	.	18	151
slr0740|54	slr0740|54	1	21	.	21	107
slr0740|85	slr0740|85	1	20	.	20	100
slr0740|106	slr0740|106	1	20	.	20	57
slr0740|132	slr0740|132	1	17	.	17	259
slr0249|154	slr0249|154	1	20	.	20	79
slr0249|124	slr0249|124	1	17	.	17	93
slr0249|27	slr0249|27	1	20	.	20	444
slr0249|109	slr0249|109	1	20	.	20	314
slr0249|175	slr0249|175	1	21	.	21	72
trpE|57	trpE|57	1	19	.	19	28
trpE|200	trpE|200	1	20	.	20	5
trpE|317	trpE|317	1	20	.	20	31
trpE|268	trpE|268	1	17	.	17	22
trpE|220	trpE|220	1	18	.	18	62
hrcA|70	hrcA|70	1	20	.	20	164
hrcA|9	hrcA|9	1	18	.	18	146
hrcA|56	hrcA|56	1	21	.	21	509
hrcA|29	hrcA|29	1	20	.	20	280
hrcA|44	hrcA|44	1	18	.	18	176
sll1040|58	sll1040|58	1	18	.	18	80
sll1040|80	sll1040|80	1	18	.	18	232
sll1040|3	sll1040|3	1	18	.	18	186
sll1040|14	sll1040|14	1	20	.	20	196
sll1040|25	sll1040|25	1	20	.	20	178
pnp|100	pnp|100	1	21	.	21	34
pnp|89	pnp|89	1	19	.	19	90
pnp|19	pnp|19	1	20	.	20	10
pnp|130	pnp|130	1	21	.	21	35
pnp|62	pnp|62	1	20	.	20	68
slr0254|181	slr0254|181	1	19	.	19	188
slr0254|265	slr0254|265	1	22	.	22	182
slr0254|169	slr0254|169	1	22	.	22	125
slr0254|157	slr0254|157	1	18	.	18	68
slr0254|31	slr0254|31	1	18	.	18	103
slr0731|58	slr0731|58	1	22	.	22	72
slr0731|70	slr0731|70	1	17	.	17	80
slr0731|88	slr0731|88	1	18	.	18	69
slr0731|43	slr0731|43	1	18	.	18	95
slr0731|27	slr0731|27	1	17	.	17	35
slr0732|106	slr0732|106	1	18	.	18	140
slr0732|6	slr0732|6	1	17	.	17	96
slr0732|403	slr0732|403	1	19	.	19	89
slr0734|97	slr0734|97	1	18	.	18	67
slr0734|86	slr0734|86	1	20	.	20	102
slr0734|40	slr0734|40	1	17	.	17	61
slr0734|109	slr0734|109	1	21	.	21	50
slr0734|3	slr0734|3	1	21	.	21	313
slr0244|43	slr0244|43	1	19	.	19	412
slr0244|130	slr0244|130	1	22	.	22	105
slr0244|75	slr0244|75	1	17	.	17	215
slr0244|117	slr0244|117	1	20	.	20	200
slr0244|61	slr0244|61	1	18	.	18	153
slr0252|106	slr0252|106	1	17	.	17	179
slr0252|55	slr0252|55	1	20	.	20	133
slr0252|172	slr0252|172	1	17	.	17	43
slr0252|76	slr0252|76	1	20	.	20	92
slr0252|203	slr0252|203	1	22	.	22	115
slr0727|534	slr0727|534	1	20	.	20	42
slr0727|922	slr0727|922	1	22	.	22	64
slr0727|941	slr0727|941	1	18	.	18	93
slr0727|764	slr0727|764	1	17	.	17	49
slr0245|52	slr0245|52	1	19	.	19	56
slr0245|35	slr0245|35	1	17	.	17	81
slr0245|125	slr0245|125	1	17	.	17	124
slr0245|108	slr0245|108	1	22	.	22	159
slr0245|66	slr0245|66	1	18	.	18	206
sll0710|266	sll0710|266	1	20	.	20	53
sll0710|1235	sll0710|1235	1	17	.	17	386
sll0710|833	sll0710|833	1	17	.	17	43
sll0710|1124	sll0710|1124	1	20	.	20	117
sll0710|1143	sll0710|1143	1	17	.	17	133
sll0711|65	sll0711|65	1	17	.	17	75
sll0711|127	sll0711|127	1	17	.	17	23
sll0711|13	sll0711|13	1	18	.	18	61
sll0711|77	sll0711|77	1	22	.	22	243
sll0711|109	sll0711|109	1	21	.	21	60
slr1098|91	slr1098|91	1	21	.	21	112
slr1098|26	slr1098|26	1	18	.	18	27
slr1098|63	slr1098|63	1	19	.	19	60
slr1098|102	slr1098|102	1	19	.	19	22
slr1098|133	slr1098|133	1	21	.	21	61
slr1778|159	slr1778|159	1	20	.	20	68
slr1778|244	slr1778|244	1	21	.	21	20
slr1778|190	slr1778|190	1	21	.	21	130
slr1778|220	slr1778|220	1	22	.	22	476
slr1778|171	slr1778|171	1	20	.	20	446
talB|29	talB|29	1	22	.	22	59
talB|65	talB|65	1	22	.	22	78
talB|49	talB|49	1	22	.	22	446
talB|85	talB|85	1	22	.	22	60
talB|14	talB|14	1	22	.	22	138
sohA|55	sohA|55	1	19	.	19	481
sohA|118	sohA|118	1	19	.	19	366
sohA|16	sohA|16	1	18	.	18	517
sohA|34	sohA|34	1	20	.	20	356
sohA|68	sohA|68	1	20	.	20	176
slr1097|19	slr1097|19	1	18	.	18	64
slr1097|7	slr1097|7	1	21	.	21	62
slr1097|76	slr1097|76	1	20	.	20	81
slr1097|44	slr1097|44	1	21	.	21	422
slr1097|89	slr1097|89	1	18	.	18	147
crtX|24	crtX|24	1	17	.	17	305
crtX|119	crtX|119	1	22	.	22	2713
crtX|97	crtX|97	1	21	.	21	197
crtX|49	crtX|49	1	19	.	19	217
crtX|130	crtX|130	1	17	.	17	329
slr1095|33	slr1095|33	1	21	.	21	87
slr1095|51	slr1095|51	1	19	.	19	80
slr1095|129	slr1095|129	1	22	.	22	206
slr1095|67	slr1095|67	1	22	.	22	193
slr1095|4	slr1095|4	1	19	.	19	220
slr1794|41	slr1794|41	1	22	.	22	465
slr1794|79	slr1794|79	1	21	.	21	39
slr1794|61	slr1794|61	1	19	.	19	177
slr1794|160	slr1794|160	1	20	.	20	145
slr1794|127	slr1794|127	1	21	.	21	149
pdxJ|34	pdxJ|34	1	20	.	20	98
pdxJ|65	pdxJ|65	1	19	.	19	148
pdxJ|133	pdxJ|133	1	22	.	22	292
pdxJ|19	pdxJ|19	1	19	.	19	56
pdxJ|80	pdxJ|80	1	21	.	21	70
slr1796|196	slr1796|196	1	20	.	20	87
slr1796|109	slr1796|109	1	17	.	17	192
slr1796|21	slr1796|21	1	21	.	21	433
slr1796|207	slr1796|207	1	22	.	22	16
slr1796|32	slr1796|32	1	17	.	17	10
slr1790|3	slr1790|3	1	20	.	20	4
slr1790|145	slr1790|145	1	17	.	17	35
slr1790|49	slr1790|49	1	17	.	17	72
slr1790|22	slr1790|22	1	18	.	18	17
slr1790|73	slr1790|73	1	22	.	22	19
psbM|71	psbM|71	1	20	.	20	170
psbM|85	psbM|85	1	17	.	17	590
hofD|6	hofD|6	1	21	.	21	111
hofD|29	hofD|29	1	17	.	17	230
hofD|82	hofD|82	1	19	.	19	253
hofD|17	hofD|17	1	19	.	19	98
hofD|93	hofD|93	1	18	.	18	200
slr1107|60	slr1107|60	1	17	.	17	98
slr1107|73	slr1107|73	1	22	.	22	154
slr1107|22	slr1107|22	1	22	.	22	83
slr1107|49	slr1107|49	1	22	.	22	72
slr1107|33	slr1107|33	1	21	.	21	121
slr0243|214	slr0243|214	1	18	.	18	98
slr0243|130	slr0243|130	1	19	.	19	50
slr0243|29	slr0243|29	1	22	.	22	21
slr0243|163	slr0243|163	1	18	.	18	46
slr0243|230	slr0243|230	1	19	.	19	82
slr1799|10	slr1799|10	1	22	.	22	85
slr1799|124	slr1799|124	1	17	.	17	43
slr1799|157	slr1799|157	1	17	.	17	253
slr1799|51	slr1799|51	1	17	.	17	115
slr1799|21	slr1799|21	1	20	.	20	105
gltD|42	gltD|42	1	19	.	19	158
gltD|121	gltD|121	1	21	.	21	207
gltD|31	gltD|31	1	20	.	20	129
gltD|97	gltD|97	1	18	.	18	119
gltD|68	gltD|68	1	20	.	20	349
slr0250|142	slr0250|142	1	17	.	17	61
slr0250|109	slr0250|109	1	20	.	20	48
slr0250|82	slr0250|82	1	20	.	20	12
slr0250|153	slr0250|153	1	19	.	19	61
slr0250|37	slr0250|37	1	17	.	17	8
slr1315|197	slr1315|197	1	17	.	17	87
slr1315|6	slr1315|6	1	21	.	21	18
slr1315|77	slr1315|77	1	21	.	21	71
slr1315|184	slr1315|184	1	18	.	18	84
slr1315|23	slr1315|23	1	20	.	20	158
fhuA3|96	fhuA3|96	1	20	.	20	90
fhuA3|148	fhuA3|148	1	22	.	22	175
fhuA3|72	fhuA3|72	1	19	.	19	199
fhuA3|178	fhuA3|178	1	17	.	17	81
fhuA3|167	fhuA3|167	1	20	.	20	142
sll1399|117	sll1399|117	1	20	.	20	187
sll1399|69	sll1399|69	1	22	.	22	87
sll1399|31	sll1399|31	1	17	.	17	872
sll1399|16	sll1399|16	1	20	.	20	139
sll1399|46	sll1399|46	1	22	.	22	107
pchR1|102	pchR1|102	1	19	.	19	163
pchR1|257	pchR1|257	1	22	.	22	143
pchR1|271	pchR1|271	1	17	.	17	115
pchR1|34	pchR1|34	1	21	.	21	34
