# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Synechocystis_v2_trimmed.saf" "-s" "0" "-o" "CO2_30_g8_r3.featureCounts.txt" "CO2_30_g8_r3.bam" 
Geneid	Chr	Start	End	Strand	Length	CO2_30_g8_r3.bam
ppa|18	ppa|18	1	20	.	20	74
ppa|88	ppa|88	1	21	.	21	29
ppa|64	ppa|64	1	21	.	21	44
ssr1951|67	ssr1951|67	1	22	.	22	7
ssr1951|95	ssr1951|95	1	22	.	22	125
ssr1951|42	ssr1951|42	1	21	.	21	127
ssr1951|56	ssr1951|56	1	20	.	20	19
ssr1951|31	ssr1951|31	1	19	.	19	153
ssl0242|28	ssl0242|28	1	20	.	20	5
ssl0242|9	ssl0242|9	1	20	.	20	1
ssl0242|54	ssl0242|54	1	19	.	19	19
ssl0242|133	ssl0242|133	1	21	.	21	22
slr0294|94	slr0294|94	1	21	.	21	38
slr0294|326	slr0294|326	1	20	.	20	63
slr0294|22	slr0294|22	1	18	.	18	129
pyrH|100	pyrH|100	1	18	.	18	0
pyrH|113	pyrH|113	1	21	.	21	27
pyrH|131	pyrH|131	1	22	.	22	6
pyrH|181	pyrH|181	1	19	.	19	15
pyrH|155	pyrH|155	1	22	.	22	34
ssr2754|75	ssr2754|75	1	19	.	19	50
ssr2754|171	ssr2754|171	1	17	.	17	118
ssr2754|20	ssr2754|20	1	17	.	17	332
slr0954|70	slr0954|70	1	18	.	18	48
slr0954|85	slr0954|85	1	18	.	18	63
slr0954|56	slr0954|56	1	22	.	22	130
slr0954|17	slr0954|17	1	17	.	17	48
slr0954|37	slr0954|37	1	18	.	18	91
slr0955|75	slr0955|75	1	18	.	18	66
slr0955|30	slr0955|30	1	20	.	20	89
slr0955|102	slr0955|102	1	19	.	19	152
slr0955|41	slr0955|41	1	18	.	18	56
slr0955|55	slr0955|55	1	19	.	19	25
ssl0259|92	ssl0259|92	1	17	.	17	59
ssl0259|154	ssl0259|154	1	17	.	17	8
ssl0259|79	ssl0259|79	1	19	.	19	21
ssl0259|24	ssl0259|24	1	17	.	17	64
ssl0259|57	ssl0259|57	1	19	.	19	69
slr0957|79	slr0957|79	1	22	.	22	789
slr0957|16	slr0957|16	1	22	.	22	67
slr0957|41	slr0957|41	1	22	.	22	47
slr0957|146	slr0957|146	1	22	.	22	99
slr0957|115	slr0957|115	1	22	.	22	185
slr0950|73	slr0950|73	1	20	.	20	139
slr0950|43	slr0950|43	1	22	.	22	70
slr0950|61	slr0950|61	1	19	.	19	102
slr0950|4	slr0950|4	1	22	.	22	170
slr0950|86	slr0950|86	1	17	.	17	36
slr0951|85	slr0951|85	1	21	.	21	13
slr0951|121	slr0951|121	1	17	.	17	48
slr0951|15	slr0951|15	1	20	.	20	46
slr0951|28	slr0951|28	1	21	.	21	6
slr0951|168	slr0951|168	1	20	.	20	39
slr0953|130	slr0953|130	1	18	.	18	169
slr0953|37	slr0953|37	1	19	.	19	83
slr0953|26	slr0953|26	1	19	.	19	72
slr0953|112	slr0953|112	1	20	.	20	252
slr0953|177	slr0953|177	1	22	.	22	51
pgk|25	pgk|25	1	22	.	22	78
pgk|3	pgk|3	1	19	.	19	76
pgk|54	pgk|54	1	22	.	22	118
pgk|113	pgk|113	1	20	.	20	6
pgk|68	pgk|68	1	20	.	20	20
slr1624|162	slr1624|162	1	21	.	21	22
slr1624|39	slr1624|39	1	20	.	20	36
slr1624|94	slr1624|94	1	18	.	18	8
slr1624|133	slr1624|133	1	17	.	17	57
slr1624|52	slr1624|52	1	18	.	18	11
slr1627|53	slr1627|53	1	21	.	21	122
slr1627|310	slr1627|310	1	22	.	22	69
slr1627|66	slr1627|66	1	22	.	22	43
slr1627|7	slr1627|7	1	18	.	18	30
slr1627|85	slr1627|85	1	21	.	21	122
slr1626|27	slr1626|27	1	22	.	22	17
slr1626|193	slr1626|193	1	17	.	17	45
slr1626|233	slr1626|233	1	22	.	22	151
slr1626|127	slr1626|127	1	19	.	19	13
slr1626|211	slr1626|211	1	21	.	21	48
sll0909|246	sll0909|246	1	20	.	20	45
sll0909|349	sll0909|349	1	17	.	17	85
sll0909|8	sll0909|8	1	22	.	22	63
sll0909|27	sll0909|27	1	20	.	20	74
sll0909|364	sll0909|364	1	17	.	17	127
slr0959|175	slr0959|175	1	22	.	22	54
slr0959|25	slr0959|25	1	19	.	19	42
slr0959|80	slr0959|80	1	20	.	20	107
slr0959|147	slr0959|147	1	20	.	20	191
slr0959|124	slr0959|124	1	21	.	21	20
slr1623|69	slr1623|69	1	22	.	22	174
slr1623|13	slr1623|13	1	18	.	18	32
slr1623|88	slr1623|88	1	22	.	22	41
slr1623|242	slr1623|242	1	19	.	19	12
slr1623|137	slr1623|137	1	17	.	17	21
slr0285|190	slr0285|190	1	21	.	21	46
slr0285|309	slr0285|309	1	19	.	19	201
slr0285|391	slr0285|391	1	19	.	19	42
slr0285|65	slr0285|65	1	20	.	20	78
slr0285|264	slr0285|264	1	18	.	18	122
frr|67	frr|67	1	22	.	22	76
frr|91	frr|91	1	20	.	20	90
frr|23	frr|23	1	22	.	22	164
frr|80	frr|80	1	19	.	19	281
frr|49	frr|49	1	21	.	21	108
ssl0483|161	ssl0483|161	1	17	.	17	247
ssl0483|71	ssl0483|71	1	19	.	19	126
ssl0483|116	ssl0483|116	1	19	.	19	13
ssl0483|28	ssl0483|28	1	20	.	20	84
pgsA|79	pgsA|79	1	22	.	22	112
pgsA|118	pgsA|118	1	20	.	20	35
pgsA|45	pgsA|45	1	20	.	20	19
pgsA|9	pgsA|9	1	19	.	19	66
pgsA|66	pgsA|66	1	17	.	17	22
sll0272|158	sll0272|158	1	21	.	21	68
sll0272|141	sll0272|141	1	20	.	20	351
sll0272|108	sll0272|108	1	19	.	19	108
sll0272|35	sll0272|35	1	20	.	20	81
sll0272|58	sll0272|58	1	18	.	18	44
ssr0657|17	ssr0657|17	1	18	.	18	25
ssr0657|6	ssr0657|6	1	20	.	20	40
ssr0657|28	ssr0657|28	1	22	.	22	138
ssr0657|41	ssr0657|41	1	22	.	22	20
ssr0657|55	ssr0657|55	1	21	.	21	153
ssl2138|97	ssl2138|97	1	20	.	20	100
ssl2138|153	ssl2138|153	1	21	.	21	138
ssl2138|175	ssl2138|175	1	20	.	20	69
ssl2138|108	ssl2138|108	1	22	.	22	68
cbiB|143	cbiB|143	1	17	.	17	81
cbiB|337	cbiB|337	1	22	.	22	119
cbiB|87	cbiB|87	1	20	.	20	126
cbiB|363	cbiB|363	1	21	.	21	93
cbiB|326	cbiB|326	1	22	.	22	209
fbp2|52	fbp2|52	1	19	.	19	84
fbp2|41	fbp2|41	1	22	.	22	131
fbp2|97	fbp2|97	1	17	.	17	9
fbp2|24	fbp2|24	1	17	.	17	23
fbp2|65	fbp2|65	1	17	.	17	158
slr0948|105	slr0948|105	1	22	.	22	51
slr0948|80	slr0948|80	1	17	.	17	37
slr0948|116	slr0948|116	1	18	.	18	204
slr0948|36	slr0948|36	1	19	.	19	77
slr0948|91	slr0948|91	1	18	.	18	115
slr0938|100	slr0938|100	1	20	.	20	5
slr0938|137	slr0938|137	1	21	.	21	24
slr0938|19	slr0938|19	1	19	.	19	3
slr0938|124	slr0938|124	1	18	.	18	25
slr0938|55	slr0938|55	1	22	.	22	6
desD(des6)|28	desD(des6)|28	1	17	.	17	50
desD(des6)|59	desD(des6)|59	1	21	.	21	133
desD(des6)|111	desD(des6)|111	1	20	.	20	62
desD(des6)|73	desD(des6)|73	1	20	.	20	102
desD(des6)|97	desD(des6)|97	1	22	.	22	50
slr0397|33	slr0397|33	1	22	.	22	71
slr0397|112	slr0397|112	1	18	.	18	149
slr0397|55	slr0397|55	1	22	.	22	272
slr0397|22	slr0397|22	1	17	.	17	136
slr0397|10	slr0397|10	1	19	.	19	241
smpB|250	smpB|250	1	21	.	21	157
smpB|233	smpB|233	1	17	.	17	92
smpB|76	smpB|76	1	17	.	17	25
smpB|395	smpB|395	1	19	.	19	51
smpB|314	smpB|314	1	17	.	17	64
purB|120	purB|120	1	18	.	18	108
purB|16	purB|16	1	18	.	18	37
purB|97	purB|97	1	19	.	19	35
purB|85	purB|85	1	19	.	19	52
purB|49	purB|49	1	22	.	22	37
slr0393|71	slr0393|71	1	21	.	21	44
slr0393|276	slr0393|276	1	19	.	19	74
slr0393|333	slr0393|333	1	22	.	22	67
sll1562|56	sll1562|56	1	22	.	22	125
sll1563|339	sll1563|339	1	17	.	17	44
sll1563|423	sll1563|423	1	21	.	21	71
sll1563|762	sll1563|762	1	17	.	17	37
sll1563|726	sll1563|726	1	17	.	17	52
sll1563|586	sll1563|586	1	20	.	20	58
slr0398|97	slr0398|97	1	18	.	18	176
slr0398|84	slr0398|84	1	21	.	21	200
slr0398|20	slr0398|20	1	19	.	19	35
slr0398|52	slr0398|52	1	21	.	21	48
slr0398|67	slr0398|67	1	18	.	18	22
ntcB|82	ntcB|82	1	17	.	17	80
ntcB|310	ntcB|310	1	19	.	19	35
ntcB|154	ntcB|154	1	18	.	18	78
ntcB|125	ntcB|125	1	22	.	22	41
ntcB|338	ntcB|338	1	20	.	20	47
sll0912|159	sll0912|159	1	20	.	20	54
sll0912|325	sll0912|325	1	22	.	22	133
sll0912|148	sll0912|148	1	22	.	22	92
sll0912|127	sll0912|127	1	19	.	19	47
sll0912|213	sll0912|213	1	20	.	20	120
sll0913|58	sll0913|58	1	20	.	20	27
sll0913|81	sll0913|81	1	17	.	17	103
sll0913|120	sll0913|120	1	22	.	22	14
sll0913|22	sll0913|22	1	19	.	19	34
sll0913|169	sll0913|169	1	21	.	21	226
slr1638|97	slr1638|97	1	18	.	18	111
slr1638|143	slr1638|143	1	22	.	22	14
slr1638|62	slr1638|62	1	22	.	22	68
slr1638|112	slr1638|112	1	20	.	20	52
slr1638|83	slr1638|83	1	21	.	21	68
sll0911|28	sll0911|28	1	19	.	19	213
sll0911|167	sll0911|167	1	20	.	20	12
sll0911|40	sll0911|40	1	17	.	17	46
sll0911|97	sll0911|97	1	17	.	17	50
sll0914|349	sll0914|349	1	22	.	22	73
sll0914|404	sll0914|404	1	20	.	20	27
sll0914|370	sll0914|370	1	21	.	21	64
sll0914|304	sll0914|304	1	19	.	19	137
sll0914|145	sll0914|145	1	21	.	21	12
slr1636|182	slr1636|182	1	18	.	18	37
slr1636|141	slr1636|141	1	22	.	22	9
slr1636|193	slr1636|193	1	20	.	20	129
slr1636|169	slr1636|169	1	17	.	17	9
slr1636|126	slr1636|126	1	18	.	18	13
slr1634|80	slr1634|80	1	20	.	20	27
slr1634|244	slr1634|244	1	17	.	17	76
slr1634|269	slr1634|269	1	19	.	19	96
slr1634|174	slr1634|174	1	20	.	20	72
slr1634|256	slr1634|256	1	18	.	18	193
fda|46	fda|46	1	21	.	21	63
fda|64	fda|64	1	19	.	19	137
fda|15	fda|15	1	17	.	17	69
fda|123	fda|123	1	20	.	20	213
fda|146	fda|146	1	18	.	18	68
slr0443|84	slr0443|84	1	19	.	19	11
slr0443|97	slr0443|97	1	18	.	18	19
slr0443|18	slr0443|18	1	18	.	18	28
slr0443|112	slr0443|112	1	21	.	21	93
slr0443|143	slr0443|143	1	18	.	18	20
petF3|117	petF3|117	1	22	.	22	47
petF3|33	petF3|33	1	22	.	22	132
petF3|139	petF3|139	1	17	.	17	26
petF3|55	petF3|55	1	20	.	20	65
petF3|154	petF3|154	1	18	.	18	94
bgl|149	bgl|149	1	20	.	20	11
bgl|102	bgl|102	1	18	.	18	212
bgl|7	bgl|7	1	22	.	22	24
bgl|86	bgl|86	1	21	.	21	26
bgl|118	bgl|118	1	20	.	20	8
slr0445|99	slr0445|99	1	20	.	20	117
slr0445|76	slr0445|76	1	22	.	22	166
slr0445|88	slr0445|88	1	17	.	17	176
slr0445|24	slr0445|24	1	21	.	21	161
slr0445|41	slr0445|41	1	22	.	22	107
nusB|138	nusB|138	1	20	.	20	12
nusB|3	nusB|3	1	18	.	18	102
nusB|95	nusB|95	1	22	.	22	5
nusB|74	nusB|74	1	18	.	18	80
nusB|24	nusB|24	1	21	.	21	156
slr0442|17	slr0442|17	1	17	.	17	121
slr0442|103	slr0442|103	1	22	.	22	66
slr0442|34	slr0442|34	1	19	.	19	341
slr0442|63	slr0442|63	1	18	.	18	19
slr0442|49	slr0442|49	1	19	.	19	3
alaS|64	alaS|64	1	17	.	17	0
alaS|4	alaS|4	1	22	.	22	8
alaS|87	alaS|87	1	22	.	22	15
alaS|15	alaS|15	1	20	.	20	2
alaS|105	alaS|105	1	17	.	17	24
sll0354|106	sll0354|106	1	17	.	17	106
sll0354|72	sll0354|72	1	17	.	17	157
sll0354|195	sll0354|195	1	19	.	19	58
sll0354|160	sll0354|160	1	19	.	19	186
sll0354|257	sll0354|257	1	17	.	17	47
sll0355|140	sll0355|140	1	17	.	17	107
sll0355|25	sll0355|25	1	17	.	17	40
sll0355|79	sll0355|79	1	18	.	18	68
sll0355|151	sll0355|151	1	22	.	22	76
sll0355|65	sll0355|65	1	21	.	21	95
sll0359|142	sll0359|142	1	19	.	19	10
sll0359|94	sll0359|94	1	22	.	22	14
sll0359|42	sll0359|42	1	17	.	17	5
sll0359|172	sll0359|172	1	19	.	19	30
sll0359|78	sll0359|78	1	22	.	22	19
slr0145|13	slr0145|13	1	22	.	22	92
slr0145|182	slr0145|182	1	17	.	17	60
slr0145|120	slr0145|120	1	20	.	20	96
slr0145|47	slr0145|47	1	20	.	20	175
slr0145|157	slr0145|157	1	17	.	17	208
slr0157|183	slr0157|183	1	22	.	22	114
slr0157|378	slr0157|378	1	22	.	22	76
slr0157|225	slr0157|225	1	17	.	17	51
slr0157|404	slr0157|404	1	20	.	20	101
rfbP|18	rfbP|18	1	18	.	18	0
rfbP|7	rfbP|7	1	22	.	22	8
rfbP|34	rfbP|34	1	20	.	20	13
rfbP|78	rfbP|78	1	19	.	19	6
rfbP|66	rfbP|66	1	22	.	22	0
slr0144|227	slr0144|227	1	20	.	20	55
slr0144|34	slr0144|34	1	22	.	22	87
slr0144|90	slr0144|90	1	19	.	19	180
slr0144|199	slr0144|199	1	17	.	17	66
slr0144|144	slr0144|144	1	19	.	19	337
sll1555|165	sll1555|165	1	19	.	19	103
sll1555|92	sll1555|92	1	20	.	20	148
sll1555|26	sll1555|26	1	19	.	19	7
sll1555|209	sll1555|209	1	17	.	17	91
sll1555|196	sll1555|196	1	19	.	19	25
pheT|219	pheT|219	1	18	.	18	65
pheT|154	pheT|154	1	19	.	19	2
pheT|167	pheT|167	1	20	.	20	39
pheT|110	pheT|110	1	21	.	21	5
pheT|51	pheT|51	1	21	.	21	0
slr1629|76	slr1629|76	1	21	.	21	179
slr1629|64	slr1629|64	1	18	.	18	43
slr1629|95	slr1629|95	1	18	.	18	3
slr1629|126	slr1629|126	1	22	.	22	9
slr1629|40	slr1629|40	1	22	.	22	24
sll1556|76	sll1556|76	1	20	.	20	74
sll1556|44	sll1556|44	1	17	.	17	95
sll1556|25	sll1556|25	1	19	.	19	30
sll1556|117	sll1556|117	1	17	.	17	83
sll1556|10	sll1556|10	1	22	.	22	34
sll1559|33	sll1559|33	1	21	.	21	47
sll1559|221	sll1559|221	1	20	.	20	59
sll1559|289	sll1559|289	1	18	.	18	29
sll1559|79	sll1559|79	1	17	.	17	167
sll1559|64	sll1559|64	1	19	.	19	67
sll1558|52	sll1558|52	1	21	.	21	27
sll1558|161	sll1558|161	1	17	.	17	33
sll1558|19	sll1558|19	1	17	.	17	24
sll1558|140	sll1558|140	1	22	.	22	158
sll1558|63	sll1558|63	1	17	.	17	49
ssr0756|4	ssr0756|4	1	20	.	20	94
ssr0756|107	ssr0756|107	1	22	.	22	44
prk|4	prk|4	1	20	.	20	1
prk|17	prk|17	1	21	.	21	3
prk|40	prk|40	1	21	.	21	4
prk|149	prk|149	1	22	.	22	25
prk|134	prk|134	1	18	.	18	4
slr0142|166	slr0142|166	1	18	.	18	24
slr0142|31	slr0142|31	1	17	.	17	54
slr0142|215	slr0142|215	1	21	.	21	360
slr0142|133	slr0142|133	1	20	.	20	84
slr0142|106	slr0142|106	1	21	.	21	74
sll1087|19	sll1087|19	1	20	.	20	39
sll1087|101	sll1087|101	1	17	.	17	151
sll1087|88	sll1087|88	1	22	.	22	72
sll1087|120	sll1087|120	1	17	.	17	71
sll1087|67	sll1087|67	1	21	.	21	26
sll1086|49	sll1086|49	1	22	.	22	207
sll1086|163	sll1086|163	1	22	.	22	101
sll1086|126	sll1086|126	1	17	.	17	67
sll1086|11	sll1086|11	1	20	.	20	128
sll1086|99	sll1086|99	1	18	.	18	27
ssr2803|58	ssr2803|58	1	18	.	18	70
ssr2803|155	ssr2803|155	1	20	.	20	124
ssr2803|44	ssr2803|44	1	22	.	22	151
ssr2803|182	ssr2803|182	1	20	.	20	34
ssr2803|74	ssr2803|74	1	20	.	20	93
slr1163|156	slr1163|156	1	21	.	21	84
slr1163|101	slr1163|101	1	18	.	18	6
slr1163|145	slr1163|145	1	21	.	21	21
slr1163|118	slr1163|118	1	17	.	17	105
slr1163|315	slr1163|315	1	20	.	20	145
pepP|47	pepP|47	1	17	.	17	40
pepP|6	pepP|6	1	18	.	18	15
pepP|155	pepP|155	1	21	.	21	48
pepP|85	pepP|85	1	22	.	22	80
pepP|19	pepP|19	1	21	.	21	22
sll1089|120	sll1089|120	1	19	.	19	66
sll1089|55	sll1089|55	1	18	.	18	24
sll1089|73	sll1089|73	1	19	.	19	126
sll1089|146	sll1089|146	1	20	.	20	70
sll1089|34	sll1089|34	1	17	.	17	62
sll0263|77	sll0263|77	1	22	.	22	77
sll0263|10	sll0263|10	1	19	.	19	71
sll0263|47	sll0263|47	1	17	.	17	81
sll0263|21	sll0263|21	1	20	.	20	406
sll0263|99	sll0263|99	1	18	.	18	58
slr1628|125	slr1628|125	1	22	.	22	163
slr1628|11	slr1628|11	1	21	.	21	144
slr1628|86	slr1628|86	1	22	.	22	61
slr1628|101	slr1628|101	1	18	.	18	47
slr1628|47	slr1628|47	1	21	.	21	51
glnN|35	glnN|35	1	17	.	17	70
glnN|175	glnN|175	1	18	.	18	75
glnN|194	glnN|194	1	19	.	19	92
glnN|51	glnN|51	1	19	.	19	16
glnN|130	glnN|130	1	18	.	18	37
slr1649|109	slr1649|109	1	17	.	17	64
slr1649|94	slr1649|94	1	17	.	17	40
slr1649|59	slr1649|59	1	20	.	20	32
slr1649|22	slr1649|22	1	22	.	22	85
slr1649|4	slr1649|4	1	20	.	20	65
slr1648|16	slr1648|16	1	19	.	19	339
slr1648|31	slr1648|31	1	19	.	19	73
slr1648|4	slr1648|4	1	18	.	18	67
slr1648|65	slr1648|65	1	21	.	21	148
slr1648|99	slr1648|99	1	17	.	17	85
slr1647|10	slr1647|10	1	18	.	18	98
slr1647|56	slr1647|56	1	20	.	20	383
slr1647|31	slr1647|31	1	19	.	19	381
slr1647|192	slr1647|192	1	21	.	21	108
slr1647|181	slr1647|181	1	17	.	17	31
glnB|166	glnB|166	1	19	.	19	103
glnB|200	glnB|200	1	22	.	22	141
glnB|56	glnB|56	1	18	.	18	78
glnB|29	glnB|29	1	22	.	22	9
slr1644|52	slr1644|52	1	19	.	19	134
slr1644|79	slr1644|79	1	18	.	18	120
slr1644|198	slr1644|198	1	19	.	19	36
slr1644|150	slr1644|150	1	20	.	20	132
slr1644|111	slr1644|111	1	19	.	19	174
trpF|58	trpF|58	1	21	.	21	7
trpF|73	trpF|73	1	21	.	21	32
trpF|4	trpF|4	1	20	.	20	43
trpF|106	trpF|106	1	17	.	17	23
trpF|32	trpF|32	1	21	.	21	12
putA|148	putA|148	1	18	.	18	54
putA|55	putA|55	1	19	.	19	69
putA|201	putA|201	1	19	.	19	52
putA|70	putA|70	1	17	.	17	78
putA|229	putA|229	1	22	.	22	59
dnaX_and_dnaZ|102	dnaX_and_dnaZ|102	1	17	.	17	92
dnaX_and_dnaZ|11	dnaX_and_dnaZ|11	1	20	.	20	6
dnaX_and_dnaZ|32	dnaX_and_dnaZ|32	1	17	.	17	53
dnaX_and_dnaZ|81	dnaX_and_dnaZ|81	1	18	.	18	66
dnaX_and_dnaZ|64	dnaX_and_dnaZ|64	1	18	.	18	81
dpm1|12	dpm1|12	1	20	.	20	94
dpm1|90	dpm1|90	1	18	.	18	12
dpm1|74	dpm1|74	1	19	.	19	35
dpm1|28	dpm1|28	1	20	.	20	99
dpm1|45	dpm1|45	1	21	.	21	25
pqqE|28	pqqE|28	1	20	.	20	26
pqqE|65	pqqE|65	1	22	.	22	50
pqqE|49	pqqE|49	1	22	.	22	14
pqqE|3	pqqE|3	1	19	.	19	15
pqqE|17	pqqE|17	1	22	.	22	60
sll0364|23	sll0364|23	1	17	.	17	0
sll0364|84	sll0364|84	1	20	.	20	79
sll0364|34	sll0364|34	1	21	.	21	158
sll0364|143	sll0364|143	1	18	.	18	176
sll0364|55	sll0364|55	1	22	.	22	92
sll0361|154	sll0361|154	1	18	.	18	75
sll0361|10	sll0361|10	1	20	.	20	207
sll0361|39	sll0361|39	1	20	.	20	69
sll0361|193	sll0361|193	1	20	.	20	150
sll0361|56	sll0361|56	1	17	.	17	19
sll0360|159	sll0360|159	1	22	.	22	9
sll0360|27	sll0360|27	1	18	.	18	49
sll0360|126	sll0360|126	1	17	.	17	13
sll0360|87	sll0360|87	1	18	.	18	59
sll0360|142	sll0360|142	1	22	.	22	5
pyrC2|38	pyrC2|38	1	19	.	19	48
pyrC2|78	pyrC2|78	1	18	.	18	154
pyrC2|61	pyrC2|61	1	22	.	22	53
pyrC2|24	pyrC2|24	1	22	.	22	65
pyrC2|13	pyrC2|13	1	20	.	20	87
sll0149|9	sll0149|9	1	18	.	18	195
sll0149|139	sll0149|139	1	18	.	18	217
sll0149|162	sll0149|162	1	19	.	19	105
sll0149|289	sll0149|289	1	17	.	17	33
sll0149|70	sll0149|70	1	18	.	18	12
sll0148|89	sll0148|89	1	20	.	20	9
sll0148|73	sll0148|73	1	19	.	19	100
sll0148|55	sll0148|55	1	22	.	22	107
sll0148|40	sll0148|40	1	20	.	20	33
sll0148|4	sll0148|4	1	17	.	17	17
arsC|129	arsC|129	1	18	.	18	138
arsC|118	arsC|118	1	20	.	20	255
arsC|64	arsC|64	1	21	.	21	101
arsC|79	arsC|79	1	17	.	17	39
arsC|34	arsC|34	1	17	.	17	68
sll0141|157	sll0141|157	1	22	.	22	37
sll0141|168	sll0141|168	1	21	.	21	110
sll0141|205	sll0141|205	1	17	.	17	54
sll0141|14	sll0141|14	1	17	.	17	120
sll0141|67	sll0141|67	1	18	.	18	169
sll0142|132	sll0142|132	1	18	.	18	46
sll0142|35	sll0142|35	1	17	.	17	183
sll0142|113	sll0142|113	1	22	.	22	57
sll0142|79	sll0142|79	1	17	.	17	38
sll0142|58	sll0142|58	1	20	.	20	147
amiC|120	amiC|120	1	20	.	20	240
amiC|131	amiC|131	1	22	.	22	654
amiC|150	amiC|150	1	22	.	22	35
amiC|108	amiC|108	1	20	.	20	110
amiC|49	amiC|49	1	22	.	22	36
sll1541|25	sll1541|25	1	21	.	21	52
sll1541|71	sll1541|71	1	22	.	22	62
sll1541|82	sll1541|82	1	22	.	22	263
sll1541|40	sll1541|40	1	19	.	19	135
sll1541|10	sll1541|10	1	19	.	19	22
sll1094|63	sll1094|63	1	17	.	17	130
sll1094|171	sll1094|171	1	17	.	17	102
sll1094|236	sll1094|236	1	17	.	17	29
sll1094|25	sll1094|25	1	21	.	21	67
slr0287|181	slr0287|181	1	20	.	20	69
slr0287|152	slr0287|152	1	20	.	20	99
slr0287|124	slr0287|124	1	21	.	21	172
slr0287|104	slr0287|104	1	19	.	19	94
slr0287|140	slr0287|140	1	19	.	19	98
sll1091|131	sll1091|131	1	19	.	19	181
sll1091|38	sll1091|38	1	22	.	22	57
sll1091|100	sll1091|100	1	22	.	22	57
sll1091|23	sll1091|23	1	18	.	18	45
sll1091|67	sll1091|67	1	18	.	18	98
sll1092|264	sll1092|264	1	20	.	20	56
sll1092|63	sll1092|63	1	17	.	17	41
sll1092|363	sll1092|363	1	19	.	19	64
maf|72	maf|72	1	18	.	18	206
maf|31	maf|31	1	17	.	17	215
maf|89	maf|89	1	22	.	22	24
maf|61	maf|61	1	20	.	20	106
maf|106	maf|106	1	20	.	20	91
slr0149|56	slr0149|56	1	17	.	17	93
slr0149|9	slr0149|9	1	18	.	18	209
slr0149|125	slr0149|125	1	17	.	17	185
slr0149|100	slr0149|100	1	19	.	19	139
slr0149|25	slr0149|25	1	20	.	20	87
slr0148|140	slr0148|140	1	18	.	18	198
slr0148|49	slr0148|49	1	21	.	21	95
slr0148|34	slr0148|34	1	19	.	19	45
slr0148|121	slr0148|121	1	22	.	22	22
slr0148|208	slr0148|208	1	19	.	19	74
slr0147|23	slr0147|23	1	19	.	19	88
slr0147|111	slr0147|111	1	19	.	19	119
slr0147|96	slr0147|96	1	17	.	17	30
slr0147|48	slr0147|48	1	20	.	20	44
slr0147|83	slr0147|83	1	18	.	18	61
slr0146|116	slr0146|116	1	17	.	17	72
slr0146|70	slr0146|70	1	18	.	18	94
slr0146|50	slr0146|50	1	22	.	22	87
slr0146|34	slr0146|34	1	22	.	22	30
slr0146|160	slr0146|160	1	17	.	17	70
psbO|157	psbO|157	1	17	.	17	41
psbO|12	psbO|12	1	17	.	17	37
psbO|76	psbO|76	1	17	.	17	281
psbO|95	psbO|95	1	22	.	22	159
psbO|144	psbO|144	1	22	.	22	138
ssr2806|62	ssr2806|62	1	18	.	18	337
ssr2806|105	ssr2806|105	1	22	.	22	92
slr0143|61	slr0143|61	1	19	.	19	93
slr0143|112	slr0143|112	1	19	.	19	14
slr0143|13	slr0143|13	1	22	.	22	77
slr0143|72	slr0143|72	1	19	.	19	125
slr0143|152	slr0143|152	1	21	.	21	30
spoU|167	spoU|167	1	18	.	18	43
spoU|6	spoU|6	1	22	.	22	203
spoU|77	spoU|77	1	20	.	20	57
spoU|124	spoU|124	1	19	.	19	17
spoU|41	spoU|41	1	17	.	17	37
ssr0759|164	ssr0759|164	1	21	.	21	394
ssr0759|53	ssr0759|53	1	20	.	20	129
ssr0759|91	ssr0759|91	1	22	.	22	15
ssr0759|143	ssr0759|143	1	19	.	19	134
sll0273|68	sll0273|68	1	22	.	22	44
sll0273|11	sll0273|11	1	17	.	17	83
sll0273|25	sll0273|25	1	22	.	22	55
sll0273|38	sll0273|38	1	21	.	21	45
sll0273|49	sll0273|49	1	19	.	19	182
glpD|91	glpD|91	1	22	.	22	29
glpD|109	glpD|109	1	18	.	18	9
glpD|79	glpD|79	1	22	.	22	159
glpD|31	glpD|31	1	22	.	22	74
glpD|11	glpD|11	1	20	.	20	79
psbV|127	psbV|127	1	17	.	17	37
psbV|67	psbV|67	1	21	.	21	35
psbV|85	psbV|85	1	21	.	21	164
psbV|100	psbV|100	1	21	.	21	67
psbV|52	psbV|52	1	20	.	20	15
sucD|119	sucD|119	1	19	.	19	19
sucD|172	sucD|172	1	20	.	20	218
sucD|48	sucD|48	1	20	.	20	29
sucD|188	sucD|188	1	17	.	17	184
sucD|91	sucD|91	1	18	.	18	144
sll0910|704	sll0910|704	1	19	.	19	70
sll0910|143	sll0910|143	1	22	.	22	52
sll0910|737	sll0910|737	1	17	.	17	266
sll0910|755	sll0910|755	1	17	.	17	59
glpK|31	glpK|31	1	22	.	22	107
glpK|126	glpK|126	1	17	.	17	90
glpK|208	glpK|208	1	22	.	22	15
glpK|46	glpK|46	1	18	.	18	104
glpK|115	glpK|115	1	19	.	19	174
psbZ|148	psbZ|148	1	17	.	17	88
psbZ|97	psbZ|97	1	17	.	17	140
psbZ|110	psbZ|110	1	18	.	18	17
psbZ|73	psbZ|73	1	21	.	21	377
psbZ|133	psbZ|133	1	21	.	21	43
